created_at,entry_id,Moisture,Humidity,Temperature,Motor,latitude,longitude,elevation,status
2025-06-23T09:20:29+00:00,8,70,70,31,"1

",,,,
2025-06-23T09:21:17+00:00,9,57,70,31,"1

",,,,
2025-06-23T09:21:48+00:00,10,54,70,31,"1

",,,,
2025-06-23T09:22:58+00:00,11,0,70,31,"1

",,,,
2025-06-23T09:23:16+00:00,12,0,70,31,"1

",,,,
2025-06-23T09:23:55+00:00,13,58,70,31,"1

",,,,
2025-06-23T09:25:06+00:00,14,7,70,30.9,"1

",,,,
2025-06-23T09:27:12+00:00,15,0,70,30.8,"1

",,,,
2025-06-23T09:28:06+00:00,16,0,70,30.8,"1

",,,,
2025-06-23T09:29:04+00:00,17,0,70,30.8,"1

",,,,
2025-06-23T09:29:35+00:00,18,0,70,30.8,"1

",,,,
2025-06-23T09:30:10+00:00,19,0,70,30.8,"1

",,,,
2025-06-23T09:30:26+00:00,20,0,70,30.8,"1

",,,,
2025-06-23T09:30:46+00:00,21,0,70,30.8,"1

",,,,
2025-06-23T09:31:03+00:00,22,0,70,30.8,"1

",,,,
2025-06-23T09:31:19+00:00,23,0,70,30.8,"1

",,,,
2025-06-23T09:31:39+00:00,24,0,71,30.8,"1

",,,,
2025-06-23T09:31:58+00:00,25,0,71,30.8,"1

",,,,
2025-06-23T09:32:17+00:00,26,0,71,30.8,"1

",,,,
2025-06-23T09:32:39+00:00,27,33,70,30.8,"1

",,,,
2025-06-23T09:33:25+00:00,28,1,70,30.8,"1

",,,,
2025-06-23T09:33:48+00:00,29,0,70,30.8,"1

",,,,
2025-06-23T09:34:19+00:00,30,0,70,30.9,"1

",,,,
2025-06-23T09:34:36+00:00,31,0,70,30.9,"1

",,,,
2025-06-23T09:35:07+00:00,32,0,70,30.9,"1

",,,,
2025-06-23T09:35:48+00:00,33,0,70,30.9,"1

",,,,
2025-06-23T09:36:08+00:00,34,0,70,30.9,"1

",,,,
2025-06-23T09:36:40+00:00,35,0,70,30.9,"1

",,,,
2025-06-23T09:36:59+00:00,36,0,70,31,"1

",,,,
2025-06-23T09:37:28+00:00,37,0,70,31,"1

",,,,
2025-06-23T09:38:41+00:00,38,0,70,31,"1

",,,,
2025-06-23T09:39:32+00:00,39,0,70,31,"1

",,,,
2025-06-23T09:40:22+00:00,40,0,70,31,"1

",,,,
2025-06-23T09:41:11+00:00,41,0,70,31,"1

",,,,
2025-06-23T09:41:40+00:00,42,0,69,31,"1

",,,,
2025-06-23T09:42:16+00:00,43,0,70,30.9,"1

",,,,
2025-06-23T09:42:40+00:00,44,0,70,30.9,"1

",,,,
2025-06-23T09:44:31+00:00,45,0,70,30.8,"1

",,,,
2025-06-23T09:45:04+00:00,46,0,70,30.8,"1

",,,,
2025-06-23T09:45:32+00:00,47,0,70,30.8,"1

",,,,
2025-06-23T09:46:00+00:00,48,0,70,30.8,"1

",,,,
2025-06-23T09:46:25+00:00,49,0,70,30.8,"1

",,,,
2025-06-23T09:46:42+00:00,50,0,70,30.8,"1

",,,,
2025-06-23T09:47:02+00:00,51,0,70,30.8,"1

",,,,
2025-06-23T09:47:19+00:00,52,0,70,30.8,"1

",,,,
2025-06-23T09:47:35+00:00,53,0,70,30.8,"1

",,,,
2025-06-23T09:47:52+00:00,54,0,70,30.9,"1

",,,,
2025-06-23T09:48:09+00:00,55,0,70,30.9,"1

",,,,
2025-06-23T09:48:34+00:00,56,0,70,30.9,"1

",,,,
2025-06-23T09:48:55+00:00,57,0,70,30.9,"1

",,,,
2025-06-23T09:49:11+00:00,58,0,70,31,"1

",,,,
2025-06-23T12:30:18+00:00,59,0,70,31,"1

",,,,
2025-06-23T13:18:48+00:00,60,62,75,30.1,0,,,,
2025-06-23T13:20:49+00:00,61,0,76,30.2,1,,,,
2025-06-24T12:25:01+00:00,62,0,69,31.1,"1

",,,,
2025-06-24T12:25:22+00:00,63,0,69,31.1,"1

",,,,
2025-06-24T12:26:23+00:00,64,0,69,31.1,"1

",,,,
2025-06-24T12:27:06+00:00,65,0,69,31.1,"1

",,,,
2025-06-24T12:28:11+00:00,66,0,69,31.1,1,,,,
2025-06-24T12:28:33+00:00,67,0,69,31.1,1,,,,
2025-06-24T12:28:54+00:00,68,0,69,31.1,1,,,,
2025-06-24T12:29:16+00:00,69,0,69,31.1,1,,,,
2025-06-24T12:29:38+00:00,70,0,69,31.1,1,,,,
2025-06-24T12:30:00+00:00,71,0,69,31.1,1,,,,
2025-06-24T12:30:23+00:00,72,0,70,31.1,1,,,,
2025-06-24T12:30:45+00:00,73,0,69,31.1,1,,,,
2025-06-24T12:31:07+00:00,74,0,70,31.3,1,,,,
2025-06-24T12:31:29+00:00,75,0,70,31.3,1,,,,
2025-06-24T12:31:51+00:00,76,0,70,31.3,1,,,,
2025-06-24T12:32:13+00:00,77,100,69,31.3,0,,,,
2025-06-24T12:32:34+00:00,78,100,69,31.4,0,,,,
2025-06-24T12:32:56+00:00,79,100,69,31.4,0,,,,
2025-06-24T12:33:17+00:00,80,96,69,31.4,0,,,,
2025-06-24T12:33:39+00:00,81,94,69,31.4,0,,,,
2025-06-24T12:34:01+00:00,82,100,69,31.4,0,,,,
2025-06-24T12:34:23+00:00,83,15,69,31.4,1,,,,
2025-06-24T12:34:45+00:00,84,10,69,31.5,1,,,,
2025-06-24T12:35:07+00:00,85,100,69,31.5,0,,,,
2025-06-24T12:35:28+00:00,86,100,69,31.5,0,,,,
2025-06-24T12:35:49+00:00,87,100,45,30.4,0,,,,
2025-06-24T12:36:11+00:00,88,0,30,27.2,1,,,,
2025-06-24T12:36:33+00:00,89,0,29,24.1,1,,,,
2025-06-24T12:36:55+00:00,90,0,29,21.6,1,,,,
2025-06-24T12:37:17+00:00,91,0,33,19.8,1,,,,
2025-06-24T12:37:39+00:00,92,0,42,18.6,1,,,,
2025-06-24T12:38:01+00:00,93,0,56,18,1,,,,
2025-06-24T12:38:23+00:00,94,0,67,18.2,1,,,,
2025-06-24T12:38:44+00:00,95,0,74,19,1,,,,
2025-06-24T12:39:05+00:00,96,85,80,20.7,0,,,,
2025-06-24T12:39:27+00:00,97,74,85,22,0,,,,
2025-06-24T12:39:48+00:00,98,100,85,23,0,,,,
2025-06-24T12:40:10+00:00,99,77,88,23.8,0,,,,
2025-06-24T12:40:31+00:00,100,74,90,24.7,0,,,,
2025-06-24T12:40:53+00:00,101,74,90,25.4,0,,,,
2025-06-24T12:41:16+00:00,102,73,89,26,0,,,,
2025-06-24T12:41:38+00:00,103,73,90,26.4,0,,,,
2025-06-24T12:42:00+00:00,104,72,93,26.8,0,,,,
2025-06-24T12:42:22+00:00,105,100,94,27,0,,,,
2025-06-24T12:42:44+00:00,106,100,90,27.3,0,,,,
2025-06-24T12:43:06+00:00,107,0,95,27.6,1,,,,
2025-06-24T12:43:28+00:00,108,0,90,27.8,1,,,,
2025-06-24T12:43:50+00:00,109,0,90,28,1,,,,
2025-06-24T12:44:12+00:00,110,31,95,28.1,0,,,,
2025-06-24T12:44:34+00:00,111,30,95,28.3,0,,,,
2025-06-24T12:44:56+00:00,112,29,90,28.5,1,,,,
2025-06-24T12:45:18+00:00,113,28,92,28.7,1,,,,
2025-06-24T12:45:40+00:00,114,28,89,29,1,,,,
2025-06-24T12:46:02+00:00,115,37,90,29.1,0,,,,
2025-06-24T12:46:24+00:00,116,36,87,29.3,0,,,,
2025-06-24T12:46:46+00:00,117,35,85,29.5,0,,,,
2025-06-24T12:47:07+00:00,118,34,86,29.7,0,,,,
2025-06-24T12:47:29+00:00,119,32,83,29.8,0,,,,
2025-06-24T12:47:51+00:00,120,0,82,30,1,,,,
2025-06-24T12:48:13+00:00,121,98,80,30,0,,,,
2025-06-24T12:48:36+00:00,122,98,78,30.2,0,,,,
2025-06-24T12:48:58+00:00,123,98,78,30.2,0,,,,
2025-06-24T12:49:19+00:00,124,0,76,30.4,1,,,,
2025-06-24T12:49:41+00:00,125,0,75,30.5,1,,,,
2025-06-24T12:50:04+00:00,126,0,75,30.5,1,,,,
2025-06-24T12:50:25+00:00,127,0,75,30.6,1,,,,
2025-06-24T12:50:48+00:00,128,0,74,30.7,1,,,,
2025-06-24T12:51:10+00:00,129,0,75,30.7,1,,,,
2025-06-24T12:51:31+00:00,130,0,74,30.8,1,,,,
2025-06-24T12:51:53+00:00,131,0,74,30.8,1,,,,
2025-06-24T12:52:18+00:00,132,0,73,30.8,1,,,,
2025-06-24T12:52:40+00:00,133,0,74,30.9,1,,,,
2025-06-24T12:53:01+00:00,134,0,73,30.9,1,,,,
2025-06-24T12:53:23+00:00,135,0,72,30.9,1,,,,
2025-06-24T12:53:45+00:00,136,0,72,30.9,1,,,,
2025-06-24T12:54:07+00:00,137,0,72,30.9,1,,,,
2025-06-24T12:54:28+00:00,138,0,72,31,1,,,,
2025-06-24T12:54:50+00:00,139,0,72,31,1,,,,
2025-06-24T12:55:12+00:00,140,0,73,31,1,,,,
2025-06-24T12:55:34+00:00,141,0,73,31,1,,,,
2025-06-24T12:55:57+00:00,142,0,72,31,1,,,,
2025-06-24T12:56:19+00:00,143,0,72,31,1,,,,
2025-06-24T12:56:41+00:00,144,0,73,31,1,,,,
2025-06-24T12:57:03+00:00,145,0,72,31,1,,,,
2025-06-24T12:57:24+00:00,146,0,71,31,1,,,,
2025-06-24T12:57:46+00:00,147,0,72,31,1,,,,
2025-06-24T12:58:08+00:00,148,0,72,31,1,,,,
2025-06-24T12:58:31+00:00,149,0,71,31,1,,,,
2025-06-24T12:58:53+00:00,150,0,73,31,1,,,,
2025-06-24T12:59:15+00:00,151,0,72,31,1,,,,
2025-06-24T12:59:36+00:00,152,0,72,31,1,,,,
2025-06-24T12:59:58+00:00,153,0,73,31,1,,,,
2025-06-24T13:00:20+00:00,154,0,72,31,1,,,,
2025-06-24T13:00:50+00:00,155,0,72,31.1,1,,,,
2025-06-24T13:01:12+00:00,156,18,72,31.1,1,,,,
2025-06-24T13:01:34+00:00,157,16,73,31.1,1,,,,
2025-06-24T13:01:57+00:00,158,13,72,31.1,1,,,,
2025-06-24T13:02:19+00:00,159,13,73,31.1,1,,,,
2025-06-24T13:02:41+00:00,160,9,72,31.1,1,,,,
2025-06-24T13:03:03+00:00,161,8,72,31.1,1,,,,
2025-06-24T17:25:28+00:00,162,0,70,30.9,1,,,,
2025-06-24T17:25:50+00:00,163,0,72,30.9,1,,,,
2025-06-24T17:26:34+00:00,164,45,71,30.8,0,,,,
2025-06-24T17:26:56+00:00,165,44,72,30.8,0,,,,
2025-06-24T17:27:18+00:00,166,44,72,30.8,0,,,,
2025-06-24T17:27:40+00:00,167,44,71,30.7,0,,,,
2025-06-24T17:28:02+00:00,168,44,72,30.7,0,,,,
2025-06-24T17:28:24+00:00,169,0,72,30.7,1,,,,
2025-06-24T17:28:46+00:00,170,78,72,30.6,0,,,,
2025-06-24T17:29:08+00:00,171,77,71,30.6,0,,,,
2025-06-24T17:29:30+00:00,172,76,69,30.5,0,,,,
2025-06-24T17:29:52+00:00,173,76,63,30,0,,,,
2025-06-24T17:30:13+00:00,174,75,60,29.3,0,,,,
2025-06-24T17:30:36+00:00,175,75,62,29,0,,,,
2025-06-24T17:30:57+00:00,176,75,61,28.7,0,,,,
2025-06-24T17:31:19+00:00,177,74,62,28.5,0,,,,
2025-06-24T17:31:42+00:00,178,74,59,28.3,0,,,,
2025-06-24T17:32:04+00:00,179,72,55,28,0,,,,
2025-06-24T17:32:27+00:00,180,68,57,27.3,0,,,,
2025-06-24T17:32:49+00:00,181,69,65,27.4,0,,,,
2025-06-24T17:33:10+00:00,182,69,69,27.6,0,,,,
2025-06-24T17:33:33+00:00,183,70,71,27.9,0,,,,
2025-06-24T17:33:55+00:00,184,71,72,28.1,0,,,,
2025-06-24T17:34:16+00:00,185,71,73,28.2,0,,,,
2025-06-24T17:34:39+00:00,186,71,74,28.4,0,,,,
2025-06-24T17:35:01+00:00,187,71,75,28.6,0,,,,
2025-06-24T17:35:23+00:00,188,71,75,28.8,0,,,,
2025-06-24T17:35:45+00:00,189,71,76,28.9,0,,,,
2025-06-24T17:36:07+00:00,190,71,76,28.9,0,,,,
2025-06-24T17:36:29+00:00,191,71,76,29,0,,,,
2025-06-24T17:36:51+00:00,192,70,75,29,0,,,,
2025-06-24T17:37:16+00:00,193,71,77,29.1,0,,,,
2025-06-24T17:37:38+00:00,194,50,76,29.2,0,,,,
2025-06-24T17:38:00+00:00,195,49,77,29.2,0,,,,
2025-06-24T17:38:22+00:00,196,47,78,29.3,0,,,,
2025-06-24T17:38:44+00:00,197,46,79,29.3,0,,,,
2025-06-24T17:39:07+00:00,198,45,80,29.3,0,,,,
2025-06-24T17:39:30+00:00,199,44,79,29.3,0,,,,
2025-06-24T17:39:52+00:00,200,43,80,29.3,0,,,,
2025-06-24T17:40:14+00:00,201,43,80,29.3,0,,,,
2025-06-24T17:40:36+00:00,202,42,81,29.3,0,,,,
2025-06-24T17:40:58+00:00,203,49,81,29.3,0,,,,
2025-06-24T17:41:20+00:00,204,49,80,29.2,0,,,,
2025-06-24T17:41:42+00:00,205,49,81,29.2,0,,,,
2025-06-24T17:42:04+00:00,206,49,80,29.2,0,,,,
2025-06-25T14:53:06+00:00,207,0,69,31.5,1,,,,
2025-06-25T14:53:27+00:00,208,0,68,31.4,1,,,,
2025-06-25T14:54:04+00:00,209,6,68,31.2,1,,,,
2025-06-25T14:54:27+00:00,210,0,69,31.1,1,,,,
2025-06-25T14:54:48+00:00,211,0,68,31,1,,,,
2025-06-25T14:55:10+00:00,212,0,69,31,1,,,,
2025-06-25T14:55:31+00:00,213,0,69,30.9,1,,,,
2025-06-25T14:55:53+00:00,214,0,69,30.9,1,,,,
2025-06-25T14:56:15+00:00,215,0,70,30.8,1,,,,
2025-06-25T14:56:37+00:00,216,0,69,30.8,1,,,,
2025-06-25T14:56:59+00:00,217,0,69,30.8,1,,,,
2025-06-25T14:57:21+00:00,218,0,70,30.8,1,,,,
2025-06-25T14:57:43+00:00,219,0,70,30.8,1,,,,
2025-06-25T14:58:04+00:00,220,0,70,30.8,1,,,,
2025-06-25T14:58:26+00:00,221,0,69,30.8,1,,,,
2025-06-25T14:58:48+00:00,222,0,70,30.7,1,,,,
2025-06-25T14:59:10+00:00,223,0,70,30.7,1,,,,
2025-06-25T14:59:31+00:00,224,0,70,30.7,1,,,,
2025-06-25T14:59:54+00:00,225,0,70,30.7,1,,,,
2025-06-25T15:00:15+00:00,226,0,69,30.7,1,,,,
2025-06-25T15:00:37+00:00,227,0,42,29,1,,,,
2025-06-25T15:00:59+00:00,228,0,34,26.2,1,,,,
2025-06-25T15:01:21+00:00,229,0,43,23.8,1,,,,
2025-06-25T15:01:43+00:00,230,0,49,21.9,1,,,,
2025-06-25T15:02:05+00:00,231,0,52,20.3,1,,,,
2025-06-25T15:02:27+00:00,232,0,56,19,1,,,,
2025-06-25T15:02:49+00:00,233,0,61,18,1,,,,
2025-06-25T15:03:10+00:00,234,0,62,17.2,1,,,,
2025-06-25T15:03:33+00:00,235,0,66,16.6,1,,,,
2025-06-25T15:03:55+00:00,236,0,71,16.2,1,,,,
2025-06-25T15:04:16+00:00,237,0,74,15.9,1,,,,
2025-06-25T15:04:38+00:00,238,54,77,16.1,0,,,,
2025-06-25T15:05:00+00:00,239,51,81,19,0,,,,
2025-06-25T15:05:22+00:00,240,50,85,21.5,0,,,,
2025-06-25T15:05:44+00:00,241,48,85,23.2,0,,,,
2025-06-25T15:06:06+00:00,242,48,90,24.5,0,,,,
2025-06-25T15:06:28+00:00,243,47,86,25.3,0,,,,
2025-06-25T15:06:50+00:00,244,46,88,26,0,,,,
2025-06-25T15:07:17+00:00,245,100,89,27,0,,,,
2025-06-25T15:07:39+00:00,246,96,91,27.2,0,,,,
2025-06-25T15:08:01+00:00,247,90,91,27.4,0,,,,
2025-06-25T15:08:22+00:00,248,88,89,27.6,0,,,,
2025-06-25T15:08:44+00:00,249,89,89,27.9,0,,,,
2025-06-25T15:09:07+00:00,250,90,90,28,0,,,,
2025-06-25T15:09:29+00:00,251,0,87,28.3,1,,,,
2025-06-25T15:09:51+00:00,252,0,89,28.6,1,,,,
2025-06-25T15:10:13+00:00,253,0,87,29,1,,,,
2025-06-25T15:10:34+00:00,254,0,85,29.1,1,,,,
2025-06-25T15:10:57+00:00,255,0,84,29.3,1,,,,
2025-06-25T15:11:20+00:00,256,60,82,29.5,0,,,,
2025-06-25T15:11:41+00:00,257,59,80,29.7,0,,,,
2025-06-25T15:12:03+00:00,258,59,79,29.8,0,,,,
2025-06-25T15:12:25+00:00,259,58,76,30,0,,,,
2025-06-25T15:12:47+00:00,260,58,75,30,0,,,,
2025-06-25T15:13:09+00:00,261,0,74,30.1,1,,,,
2025-06-25T15:13:32+00:00,262,0,74,30.2,1,,,,
2025-06-25T15:13:53+00:00,263,0,74,30.2,1,,,,
2025-06-25T15:14:15+00:00,264,31,73,30.3,0,,,,
2025-06-25T15:14:38+00:00,265,0,73,30.3,1,,,,
2025-06-25T15:15:00+00:00,266,0,72,30.4,1,,,,
2025-06-25T15:15:21+00:00,267,0,72,30.4,1,,,,
2025-06-25T15:15:44+00:00,268,0,71,30.4,1,,,,
2025-06-25T15:16:06+00:00,269,0,72,30.5,1,,,,
2025-06-25T15:16:30+00:00,270,25,71,29.9,1,,,,
2025-06-25T15:16:55+00:00,271,24,71,28.3,1,,,,
2025-06-25T15:17:18+00:00,272,22,73,27.1,1,,,,
2025-06-25T15:17:40+00:00,273,0,74,26.6,1,,,,
2025-06-25T15:18:01+00:00,274,41,76,26.1,0,,,,
2025-06-25T15:18:23+00:00,275,39,79,25.9,0,,,,
2025-06-25T15:18:46+00:00,276,38,79,25.9,0,,,,
2025-06-25T15:19:08+00:00,277,100,81,25.9,0,,,,
2025-06-25T15:19:30+00:00,278,100,80,26,0,,,,
2025-06-25T15:19:52+00:00,279,100,81,26.1,0,,,,
2025-06-25T15:20:14+00:00,280,100,82,26.2,0,,,,
2025-06-25T15:20:37+00:00,281,0,84,26.4,1,,,,
2025-06-25T15:20:59+00:00,282,21,84,26.6,1,,,,
2025-06-25T15:21:21+00:00,283,19,83,26.7,1,,,,
2025-06-25T15:21:43+00:00,284,17,83,26.8,1,,,,
2025-06-25T15:22:08+00:00,285,16,83,27,1,,,,
2025-06-25T15:22:30+00:00,286,44,85,27.3,0,,,,
2025-06-25T15:22:52+00:00,287,44,84,27.6,0,,,,
2025-06-25T15:23:14+00:00,288,43,84,27.9,0,,,,
2025-06-25T15:23:37+00:00,289,43,85,28.1,0,,,,
2025-06-25T15:23:59+00:00,290,0,83,28.3,1,,,,
2025-06-25T15:24:22+00:00,291,100,84,28.5,0,,,,
2025-06-25T15:24:44+00:00,292,100,82,28.7,0,,,,
2025-06-25T15:25:06+00:00,293,99,82,28.8,0,,,,
2025-06-25T15:25:28+00:00,294,66,82,29,0,,,,
2025-06-25T15:25:50+00:00,295,100,81,29,0,,,,
2025-06-25T15:26:12+00:00,296,100,80,29.1,0,,,,
2025-06-25T15:26:34+00:00,297,40,80,29.2,0,,,,
2025-06-25T15:26:55+00:00,298,43,79,29.3,0,,,,
2025-06-25T15:27:17+00:00,299,89,79,29.3,0,,,,
2025-06-25T15:27:40+00:00,300,87,78,29.4,0,,,,
2025-06-25T15:28:02+00:00,301,87,78,29.4,0,,,,
2025-06-26T07:42:36+00:00,302,0,55,26.3,1,,,,
2025-06-26T16:44:31+00:00,303,92,73,30,0,,,,
2025-06-26T16:44:52+00:00,304,73,73,30,0,,,,
2025-06-26T16:45:13+00:00,305,62,72,30,0,,,,
2025-06-26T16:45:34+00:00,306,61,73,30,0,,,,
2025-06-26T16:45:56+00:00,307,60,73,30,0,,,,
2025-06-26T16:46:18+00:00,308,68,72,30,0,,,,
2025-06-26T16:46:40+00:00,309,85,72,30,0,,,,
2025-06-26T16:47:02+00:00,310,78,73,30,0,,,,
2025-06-26T16:47:23+00:00,311,77,73,30,0,,,,
2025-06-26T16:47:45+00:00,312,72,73,30,0,,,,
2025-06-26T16:48:07+00:00,313,71,73,30,0,,,,
2025-06-26T16:48:28+00:00,314,70,72,30,0,,,,
2025-06-26T16:48:49+00:00,315,70,72,30,0,,,,
2025-06-26T16:49:10+00:00,316,94,73,30,0,,,,
2025-06-26T16:49:32+00:00,317,89,73,30,0,,,,
2025-06-26T16:49:54+00:00,318,88,72,30,0,,,,
2025-06-26T16:52:37+00:00,319,94,73,30,0,,,,
2025-06-26T16:52:58+00:00,320,85,72,30,0,,,,
2025-06-26T16:53:20+00:00,321,100,73,30,0,,,,
2025-06-26T16:53:43+00:00,322,97,73,30,0,,,,
2025-06-26T16:54:05+00:00,323,100,73,30.1,0,,,,
2025-06-26T16:54:27+00:00,324,11,73,30.1,1,,,,
2025-06-26T16:54:49+00:00,325,4,73,30.1,1,,,,
2025-06-26T16:55:11+00:00,326,0,73,30.1,1,,,,
2025-06-26T16:55:33+00:00,327,0,73,30,1,,,,
2025-06-26T16:55:55+00:00,328,0,71,29.9,1,,,,
2025-06-26T16:56:17+00:00,329,71,68,28.8,0,,,,
2025-06-26T16:56:39+00:00,330,71,68,27.9,0,,,,
2025-06-26T16:57:01+00:00,331,70,62,26.9,0,,,,
2025-06-26T16:57:23+00:00,332,70,67,26.3,0,,,,
2025-06-26T16:57:45+00:00,333,71,66,25.8,0,,,,
2025-06-26T16:58:07+00:00,334,98,64,25.4,0,,,,
2025-06-26T16:58:28+00:00,335,89,69,25.1,0,,,,
2025-06-26T16:58:50+00:00,336,85,74,25.1,0,,,,
2025-06-26T16:59:11+00:00,337,15,74,25,1,,,,
2025-06-26T16:59:33+00:00,338,0,77,25,1,,,,
2025-06-26T16:59:54+00:00,339,100,78,25,0,,,,
2025-06-26T17:00:17+00:00,340,0,79,24.9,1,,,,
2025-06-26T17:00:38+00:00,341,100,80,24.8,0,,,,
2025-06-26T17:01:00+00:00,342,100,78,24.5,0,,,,
2025-06-26T17:01:22+00:00,343,86,80,24.8,0,,,,
2025-06-26T17:01:44+00:00,344,80,80,25,0,,,,
2025-06-26T17:02:05+00:00,345,78,80,25.4,0,,,,
2025-06-26T17:02:27+00:00,346,99,81,25.8,0,,,,
2025-06-26T17:02:49+00:00,347,95,83,26.2,0,,,,
2025-06-26T17:03:10+00:00,348,94,82,26.6,0,,,,
2025-06-26T17:03:32+00:00,349,93,83,27,0,,,,
2025-06-26T17:03:54+00:00,350,92,85,27.3,0,,,,
2025-06-26T17:04:15+00:00,351,87,83,27.6,0,,,,
2025-06-26T17:04:38+00:00,352,100,85,27.9,0,,,,
2025-06-26T17:04:59+00:00,353,100,84,28.2,0,,,,
2025-06-26T17:05:21+00:00,354,97,85,28.5,0,,,,
2025-06-26T17:05:43+00:00,355,0,84,28.7,1,,,,
2025-06-26T17:06:05+00:00,356,88,83,28.9,0,,,,
2025-06-26T17:06:26+00:00,357,81,80,29,0,,,,
2025-06-26T17:06:48+00:00,358,100,80,29.1,0,,,,
2025-06-26T17:07:09+00:00,359,100,80,29.3,0,,,,
2025-06-26T17:07:31+00:00,360,91,80,29.4,0,,,,
2025-06-26T17:07:53+00:00,361,77,79,29.5,0,,,,
2025-06-26T17:08:16+00:00,362,55,78,29.5,0,,,,
2025-06-26T17:08:38+00:00,363,100,78,29.6,0,,,,
2025-06-26T17:08:59+00:00,364,95,76,29.7,0,,,,
2025-06-26T17:09:21+00:00,365,86,77,29.7,0,,,,
2025-06-26T17:12:08+00:00,366,92,74,29.9,0,,,,
2025-06-26T17:12:29+00:00,367,91,75,29.9,0,,,,
2025-06-26T17:12:51+00:00,368,91,74,29.9,0,,,,
2025-06-26T17:13:13+00:00,369,91,74,29.9,0,,,,
2025-06-26T17:13:35+00:00,370,91,74,29.9,0,,,,
2025-06-26T17:13:57+00:00,371,92,74,29.9,0,,,,
2025-06-26T17:14:18+00:00,372,100,74,29.9,0,,,,
2025-06-26T17:14:40+00:00,373,100,74,29.9,0,,,,
2025-06-26T17:15:02+00:00,374,86,74,29.9,0,,,,
2025-06-26T17:15:24+00:00,375,0,74,30,1,,,,
2025-06-26T17:15:46+00:00,376,80,74,30,0,,,,
2025-06-27T11:35:46+00:00,377,0,61,28.1,1,,,,
2025-06-27T11:36:07+00:00,378,0,58,28.1,1,,,,
2025-06-27T11:36:29+00:00,379,0,57,28.2,1,,,,
2025-06-27T11:36:51+00:00,380,0,56,28.2,1,,,,
2025-06-27T11:37:13+00:00,381,0,55,28.1,1,,,,
2025-06-27T11:37:35+00:00,382,0,55,28.1,1,,,,
2025-06-27T11:37:57+00:00,383,0,55,28,1,,,,
2025-06-27T11:38:19+00:00,384,0,55,28,1,,,,
2025-06-27T11:38:40+00:00,385,0,55,28,1,,,,
